today,month,day,feb29_policy,result
2027-02-28,1,15,feb28,2028-01-15
2027-02-28,1,15,mar01,2028-01-15
2027-02-28,1,16,feb28,2028-01-16
2027-02-28,1,16,mar01,2028-01-16
2027-02-28,1,17,feb28,2028-01-17
2027-02-28,1,17,mar01,2028-01-17
2027-02-28,1,18,feb28,2028-01-18
2027-02-28,1,18,mar01,2028-01-18
2027-02-28,1,19,feb28,2028-01-19
2027-02-28,1,19,mar01,2028-01-19
2027-02-28,1,20,feb28,2028-01-20
2027-02-28,1,20,mar01,2028-01-20
2027-02-28,1,21,feb28,2028-01-21
2027-02-28,1,21,mar01,2028-01-21
2027-02-28,1,22,feb28,2028-01-22
2027-02-28,1,22,mar01,2028-01-22
2027-02-28,1,23,feb28,2028-01-23
2027-02-28,1,23,mar01,2028-01-23
2027-02-28,1,24,feb28,2028-01-24
2027-02-28,1,24,mar01,2028-01-24
2027-02-28,1,25,feb28,2028-01-25
2027-02-28,1,25,mar01,2028-01-25
2027-02-28,1,26,feb28,2028-01-26
2027-02-28,1,26,mar01,2028-01-26
2027-02-28,1,27,feb28,2028-01-27
2027-02-28,1,27,mar01,2028-01-27
2027-02-28,1,28,feb28,2028-01-28
2027-02-28,1,28,mar01,2028-01-28
2027-02-28,1,29,feb28,2028-01-29
2027-02-28,1,29,mar01,2028-01-29
2027-02-28,1,30,feb28,2028-01-30
2027-02-28,1,30,mar01,2028-01-30
2027-02-28,1,31,feb28,2028-01-31
2027-02-28,1,31,mar01,2028-01-31
2027-02-28,2,1,feb28,2028-02-01
2027-02-28,2,1,mar01,2028-02-01
2027-02-28,2,2,feb28,2028-02-02
2027-02-28,2,2,mar01,2028-02-02
2027-02-28,2,3,feb28,2028-02-03
2027-02-28,2,3,mar01,2028-02-03
2027-02-28,2,4,feb28,2028-02-04
2027-02-28,2,4,mar01,2028-02-04
2027-02-28,2,5,feb28,2028-02-05
2027-02-28,2,5,mar01,2028-02-05
2027-02-28,2,6,feb28,2028-02-06
2027-02-28,2,6,mar01,2028-02-06
2027-02-28,2,7,feb28,2028-02-07
2027-02-28,2,7,mar01,2028-02-07
2027-02-28,2,8,feb28,2028-02-08
2027-02-28,2,8,mar01,2028-02-08
2027-02-28,2,9,feb28,2028-02-09
2027-02-28,2,9,mar01,2028-02-09
2027-02-28,2,10,feb28,2028-02-10
2027-02-28,2,10,mar01,2028-02-10
2027-02-28,2,11,feb28,2028-02-11
2027-02-28,2,11,mar01,2028-02-11
2027-02-28,2,12,feb28,2028-02-12
2027-02-28,2,12,mar01,2028-02-12
2027-02-28,2,13,feb28,2028-02-13
2027-02-28,2,13,mar01,2028-02-13
2027-02-28,2,14,feb28,2028-02-14
2027-02-28,2,14,mar01,2028-02-14
2027-02-28,2,15,feb28,2028-02-15
2027-02-28,2,15,mar01,2028-02-15
2027-02-28,2,16,feb28,2028-02-16
2027-02-28,2,16,mar01,2028-02-16
2027-02-28,2,17,feb28,2028-02-17
2027-02-28,2,17,mar01,2028-02-17
2027-02-28,2,18,feb28,2028-02-18
2027-02-28,2,18,mar01,2028-02-18
2027-02-28,2,19,feb28,2028-02-19
2027-02-28,2,19,mar01,2028-02-19
2027-02-28,2,20,feb28,2028-02-20
2027-02-28,2,20,mar01,2028-02-20
2027-02-28,2,21,feb28,2028-02-21
2027-02-28,2,21,mar01,2028-02-21
2027-02-28,2,22,feb28,2028-02-22
2027-02-28,2,22,mar01,2028-02-22
2027-02-28,2,23,feb28,2028-02-23
2027-02-28,2,23,mar01,2028-02-23
2027-02-28,2,24,feb28,2028-02-24
2027-02-28,2,24,mar01,2028-02-24
2027-02-28,2,25,feb28,2028-02-25
2027-02-28,2,25,mar01,2028-02-25
2027-02-28,2,26,feb28,2028-02-26
2027-02-28,2,26,mar01,2028-02-26
2027-02-28,2,27,feb28,2028-02-27
2027-02-28,2,27,mar01,2028-02-27
2027-02-28,2,28,feb28,2027-02-28
2027-02-28,2,28,mar01,2027-02-28
2027-02-28,2,29,feb28,2027-02-28
2027-02-28,2,29,mar01,2027-03-01
2027-02-28,3,1,feb28,2027-03-01
2027-02-28,3,1,mar01,2027-03-01
2027-02-28,3,2,feb28,2027-03-02
2027-02-28,3,2,mar01,2027-03-02
2027-02-28,3,3,feb28,2027-03-03
2027-02-28,3,3,mar01,2027-03-03
2027-02-28,3,4,feb28,2027-03-04
2027-02-28,3,4,mar01,2027-03-04
2027-02-28,3,5,feb28,2027-03-05
2027-02-28,3,5,mar01,2027-03-05
2027-02-28,3,6,feb28,2027-03-06
2027-02-28,3,6,mar01,2027-03-06
2027-02-28,3,7,feb28,2027-03-07
2027-02-28,3,7,mar01,2027-03-07
2027-02-28,3,8,feb28,2027-03-08
2027-02-28,3,8,mar01,2027-03-08
2027-02-28,3,9,feb28,2027-03-09
2027-02-28,3,9,mar01,2027-03-09
2027-02-28,3,10,feb28,2027-03-10
2027-02-28,3,10,mar01,2027-03-10
2027-02-28,3,11,feb28,2027-03-11
2027-02-28,3,11,mar01,2027-03-11
2027-02-28,3,12,feb28,2027-03-12
2027-02-28,3,12,mar01,2027-03-12
2027-02-28,3,13,feb28,2027-03-13
2027-02-28,3,13,mar01,2027-03-13
2027-02-28,3,14,feb28,2027-03-14
2027-02-28,3,14,mar01,2027-03-14
2027-02-28,3,15,feb28,2027-03-15
2027-02-28,3,15,mar01,2027-03-15
2027-02-28,3,16,feb28,2027-03-16
2027-02-28,3,16,mar01,2027-03-16
2027-02-28,3,17,feb28,2027-03-17
2027-02-28,3,17,mar01,2027-03-17
2027-02-28,3,18,feb28,2027-03-18
2027-02-28,3,18,mar01,2027-03-18
2027-02-28,3,19,feb28,2027-03-19
2027-02-28,3,19,mar01,2027-03-19
2027-02-28,3,20,feb28,2027-03-20
2027-02-28,3,20,mar01,2027-03-20
2027-02-28,3,21,feb28,2027-03-21
2027-02-28,3,21,mar01,2027-03-21
2027-02-28,3,22,feb28,2027-03-22
2027-02-28,3,22,mar01,2027-03-22
2027-02-28,3,23,feb28,2027-03-23
2027-02-28,3,23,mar01,2027-03-23
2027-02-28,3,24,feb28,2027-03-24
2027-02-28,3,24,mar01,2027-03-24
2027-02-28,3,25,feb28,2027-03-25
2027-02-28,3,25,mar01,2027-03-25
2027-02-28,3,26,feb28,2027-03-26
2027-02-28,3,26,mar01,2027-03-26
2027-02-28,3,27,feb28,2027-03-27
2027-02-28,3,27,mar01,2027-03-27
2027-02-28,3,28,feb28,2027-03-28
2027-02-28,3,28,mar01,2027-03-28
2027-02-28,3,29,feb28,2027-03-29
2027-02-28,3,29,mar01,2027-03-29
2027-02-28,3,30,feb28,2027-03-30
2027-02-28,3,30,mar01,2027-03-30
2027-02-28,3,31,feb28,2027-03-31
2027-02-28,3,31,mar01,2027-03-31
2027-02-28,4,1,feb28,2027-04-01
2027-02-28,4,1,mar01,2027-04-01
2027-02-28,4,2,feb28,2027-04-02
2027-02-28,4,2,mar01,2027-04-02
2027-02-28,4,3,feb28,2027-04-03
2027-02-28,4,3,mar01,2027-04-03
2027-02-28,4,4,feb28,2027-04-04
2027-02-28,4,4,mar01,2027-04-04
2027-02-28,4,5,feb28,2027-04-05
2027-02-28,4,5,mar01,2027-04-05
2027-02-28,4,6,feb28,2027-04-06
2027-02-28,4,6,mar01,2027-04-06
2027-02-28,4,7,feb28,2027-04-07
2027-02-28,4,7,mar01,2027-04-07
2027-02-28,4,8,feb28,2027-04-08
2027-02-28,4,8,mar01,2027-04-08
2027-02-28,4,9,feb28,2027-04-09
2027-02-28,4,9,mar01,2027-04-09
2027-02-28,4,10,feb28,2027-04-10
2027-02-28,4,10,mar01,2027-04-10
2027-02-28,4,11,feb28,2027-04-11
2027-02-28,4,11,mar01,2027-04-11
2027-02-28,4,12,feb28,2027-04-12
2027-02-28,4,12,mar01,2027-04-12
2027-02-28,4,13,feb28,2027-04-13
2027-02-28,4,13,mar01,2027-04-13
2027-02-28,4,14,feb28,2027-04-14
2027-02-28,4,14,mar01,2027-04-14
2027-02-28,4,15,feb28,2027-04-15
2027-02-28,4,15,mar01,2027-04-15
2027-02-28,4,16,feb28,2027-04-16
2027-02-28,4,16,mar01,2027-04-16
2027-02-28,4,17,feb28,2027-04-17
2027-02-28,4,17,mar01,2027-04-17
2027-02-28,4,18,feb28,2027-04-18
2027-02-28,4,18,mar01,2027-04-18
2027-02-28,4,19,feb28,2027-04-19
2027-02-28,4,19,mar01,2027-04-19
2027-02-28,4,20,feb28,2027-04-20
2027-02-28,4,20,mar01,2027-04-20
2027-02-28,4,21,feb28,2027-04-21
2027-02-28,4,21,mar01,2027-04-21
2027-02-28,4,22,feb28,2027-04-22
2027-02-28,4,22,mar01,2027-04-22
2027-02-28,4,23,feb28,2027-04-23
2027-02-28,4,23,mar01,2027-04-23
2027-02-28,4,24,feb28,2027-04-24
2027-02-28,4,24,mar01,2027-04-24
2027-02-28,4,25,feb28,2027-04-25
2027-02-28,4,25,mar01,2027-04-25
2027-02-28,4,26,feb28,2027-04-26
2027-02-28,4,26,mar01,2027-04-26
2027-02-28,4,27,feb28,2027-04-27
2027-02-28,4,27,mar01,2027-04-27
2027-02-28,4,28,feb28,2027-04-28
2027-02-28,4,28,mar01,2027-04-28
2027-02-28,4,29,feb28,2027-04-29
2027-02-28,4,29,mar01,2027-04-29
2027-02-28,4,30,feb28,2027-04-30
2027-02-28,4,30,mar01,2027-04-30
2027-02-28,5,1,feb28,2027-05-01
2027-02-28,5,1,mar01,2027-05-01
2027-02-28,5,2,feb28,2027-05-02
2027-02-28,5,2,mar01,2027-05-02
2027-02-28,5,3,feb28,2027-05-03
2027-02-28,5,3,mar01,2027-05-03
2027-02-28,5,4,feb28,2027-05-04
2027-02-28,5,4,mar01,2027-05-04
2027-02-28,5,5,feb28,2027-05-05
2027-02-28,5,5,mar01,2027-05-05
2027-02-28,5,6,feb28,2027-05-06
2027-02-28,5,6,mar01,2027-05-06
2027-02-28,5,7,feb28,2027-05-07
2027-02-28,5,7,mar01,2027-05-07
2027-02-28,5,8,feb28,2027-05-08
2027-02-28,5,8,mar01,2027-05-08
2027-02-28,5,9,feb28,2027-05-09
2027-02-28,5,9,mar01,2027-05-09
2027-02-28,5,10,feb28,2027-05-10
2027-02-28,5,10,mar01,2027-05-10
2027-02-28,5,11,feb28,2027-05-11
2027-02-28,5,11,mar01,2027-05-11
2027-02-28,5,12,feb28,2027-05-12
2027-02-28,5,12,mar01,2027-05-12
2027-02-28,5,13,feb28,2027-05-13
2027-02-28,5,13,mar01,2027-05-13
2027-02-28,5,14,feb28,2027-05-14
2027-02-28,5,14,mar01,2027-05-14
2027-02-28,5,15,feb28,2027-05-15
2027-02-28,5,15,mar01,2027-05-15
2027-02-28,5,16,feb28,2027-05-16
2027-02-28,5,16,mar01,2027-05-16
2027-02-28,5,17,feb28,2027-05-17
2027-02-28,5,17,mar01,2027-05-17
2027-02-28,5,18,feb28,2027-05-18
2027-02-28,5,18,mar01,2027-05-18
2027-02-28,5,19,feb28,2027-05-19
2027-02-28,5,19,mar01,2027-05-19
2027-02-28,5,20,feb28,2027-05-20
2027-02-28,5,20,mar01,2027-05-20
2027-02-28,5,21,feb28,2027-05-21
2027-02-28,5,21,mar01,2027-05-21
2027-02-28,5,22,feb28,2027-05-22
2027-02-28,5,22,mar01,2027-05-22
2027-02-28,5,23,feb28,2027-05-23
2027-02-28,5,23,mar01,2027-05-23
2027-02-28,5,24,feb28,2027-05-24
2027-02-28,5,24,mar01,2027-05-24
2027-02-28,5,25,feb28,2027-05-25
2027-02-28,5,25,mar01,2027-05-25
2027-02-28,5,26,feb28,2027-05-26
2027-02-28,5,26,mar01,2027-05-26
2027-02-28,5,27,feb28,2027-05-27
2027-02-28,5,27,mar01,2027-05-27
2027-02-28,5,28,feb28,2027-05-28
2027-02-28,5,28,mar01,2027-05-28
2027-02-28,5,29,feb28,2027-05-29
2027-02-28,5,29,mar01,2027-05-29
2027-02-28,5,30,feb28,2027-05-30
2027-02-28,5,30,mar01,2027-05-30
2027-02-28,5,31,feb28,2027-05-31
2027-02-28,5,31,mar01,2027-05-31
2027-02-28,6,1,feb28,2027-06-01
2027-02-28,6,1,mar01,2027-06-01
2027-02-28,6,2,feb28,2027-06-02
2027-02-28,6,2,mar01,2027-06-02
2027-02-28,6,3,feb28,2027-06-03
2027-02-28,6,3,mar01,2027-06-03
2027-02-28,6,4,feb28,2027-06-04
2027-02-28,6,4,mar01,2027-06-04
2027-02-28,6,5,feb28,2027-06-05
2027-02-28,6,5,mar01,2027-06-05
2027-02-28,6,6,feb28,2027-06-06
2027-02-28,6,6,mar01,2027-06-06
2027-02-28,6,7,feb28,2027-06-07
2027-02-28,6,7,mar01,2027-06-07
2027-02-28,6,8,feb28,2027-06-08
2027-02-28,6,8,mar01,2027-06-08
2027-02-28,6,9,feb28,2027-06-09
2027-02-28,6,9,mar01,2027-06-09
2027-02-28,6,10,feb28,2027-06-10
2027-02-28,6,10,mar01,2027-06-10
2027-02-28,6,11,feb28,2027-06-11
2027-02-28,6,11,mar01,2027-06-11
2027-02-28,6,12,feb28,2027-06-12
2027-02-28,6,12,mar01,2027-06-12
2027-02-28,6,13,feb28,2027-06-13
2027-02-28,6,13,mar01,2027-06-13
2027-02-28,6,14,feb28,2027-06-14
2027-02-28,6,14,mar01,2027-06-14
2027-02-28,6,15,feb28,2027-06-15
2027-02-28,6,15,mar01,2027-06-15
2027-02-28,6,16,feb28,2027-06-16
2027-02-28,6,16,mar01,2027-06-16
2027-02-28,6,17,feb28,2027-06-17
2027-02-28,6,17,mar01,2027-06-17
2027-02-28,6,18,feb28,2027-06-18
2027-02-28,6,18,mar01,2027-06-18
2027-02-28,6,19,feb28,2027-06-19
2027-02-28,6,19,mar01,2027-06-19
2027-02-28,6,20,feb28,2027-06-20
2027-02-28,6,20,mar01,2027-06-20
2027-02-28,6,21,feb28,2027-06-21
2027-02-28,6,21,mar01,2027-06-21
2027-02-28,6,22,feb28,2027-06-22
2027-02-28,6,22,mar01,2027-06-22
2027-02-28,6,23,feb28,2027-06-23
2027-02-28,6,23,mar01,2027-06-23
2027-02-28,6,24,feb28,2027-06-24
2027-02-28,6,24,mar01,2027-06-24
2027-02-28,6,25,feb28,2027-06-25
2027-02-28,6,25,mar01,2027-06-25
2027-02-28,6,26,feb28,2027-06-26
2027-02-28,6,26,mar01,2027-06-26
2027-02-28,6,27,feb28,2027-06-27
2027-02-28,6,27,mar01,2027-06-27
2027-02-28,6,28,feb28,2027-06-28
2027-02-28,6,28,mar01,2027-06-28
2027-02-28,6,29,feb28,2027-06-29
2027-02-28,6,29,mar01,2027-06-29
2027-02-28,6,30,feb28,2027-06-30
2027-02-28,6,30,mar01,2027-06-30
2027-02-28,7,1,feb28,2027-07-01
2027-02-28,7,1,mar01,2027-07-01
2027-02-28,7,2,feb28,2027-07-02
2027-02-28,7,2,mar01,2027-07-02
2027-02-28,7,3,feb28,2027-07-03
2027-02-28,7,3,mar01,2027-07-03
2027-02-28,7,4,feb28,2027-07-04
2027-02-28,7,4,mar01,2027-07-04
2027-02-28,7,5,feb28,2027-07-05
2027-02-28,7,5,mar01,2027-07-05
2027-02-28,7,6,feb28,2027-07-06
2027-02-28,7,6,mar01,2027-07-06
2027-02-28,7,7,feb28,2027-07-07
2027-02-28,7,7,mar01,2027-07-07
2027-02-28,7,8,feb28,2027-07-08
2027-02-28,7,8,mar01,2027-07-08
2027-02-28,7,9,feb28,2027-07-09
2027-02-28,7,9,mar01,2027-07-09
2027-02-28,7,10,feb28,2027-07-10
2027-02-28,7,10,mar01,2027-07-10
2027-02-28,7,11,feb28,2027-07-11
2027-02-28,7,11,mar01,2027-07-11
2027-02-28,7,12,feb28,2027-07-12
2027-02-28,7,12,mar01,2027-07-12
2027-02-28,7,13,feb28,2027-07-13
2027-02-28,7,13,mar01,2027-07-13
2027-02-28,7,14,feb28,2027-07-14
2027-02-28,7,14,mar01,2027-07-14
2027-02-28,7,15,feb28,2027-07-15
2027-02-28,7,15,mar01,2027-07-15
2027-02-28,7,16,feb28,2027-07-16
2027-02-28,7,16,mar01,2027-07-16
2027-02-28,7,17,feb28,2027-07-17
2027-02-28,7,17,mar01,2027-07-17
2027-02-28,7,18,feb28,2027-07-18
2027-02-28,7,18,mar01,2027-07-18
2027-02-28,7,19,feb28,2027-07-19
2027-02-28,7,19,mar01,2027-07-19
2027-02-28,7,20,feb28,2027-07-20
2027-02-28,7,20,mar01,2027-07-20
2027-02-28,7,21,feb28,2027-07-21
2027-02-28,7,21,mar01,2027-07-21
2027-02-28,7,22,feb28,2027-07-22
2027-02-28,7,22,mar01,2027-07-22
2027-02-28,7,23,feb28,2027-07-23
2027-02-28,7,23,mar01,2027-07-23
2027-02-28,7,24,feb28,2027-07-24
2027-02-28,7,24,mar01,2027-07-24
2027-02-28,7,25,feb28,2027-07-25
2027-02-28,7,25,mar01,2027-07-25
2027-02-28,7,26,feb28,2027-07-26
2027-02-28,7,26,mar01,2027-07-26
2027-02-28,7,27,feb28,2027-07-27
2027-02-28,7,27,mar01,2027-07-27
2027-02-28,7,28,feb28,2027-07-28
2027-02-28,7,28,mar01,2027-07-28
2027-02-28,7,29,feb28,2027-07-29
2027-02-28,7,29,mar01,2027-07-29
2027-02-28,7,30,feb28,2027-07-30
2027-02-28,7,30,mar01,2027-07-30
2027-02-28,7,31,feb28,2027-07-31
2027-02-28,7,31,mar01,2027-07-31
2027-02-28,8,1,feb28,2027-08-01
2027-02-28,8,1,mar01,2027-08-01
2027-02-28,8,2,feb28,2027-08-02
2027-02-28,8,2,mar01,2027-08-02
2027-02-28,8,3,feb28,2027-08-03
2027-02-28,8,3,mar01,2027-08-03
2027-02-28,8,4,feb28,2027-08-04
2027-02-28,8,4,mar01,2027-08-04
2027-02-28,8,5,feb28,2027-08-05
2027-02-28,8,5,mar01,2027-08-05
2027-02-28,8,6,feb28,2027-08-06
2027-02-28,8,6,mar01,2027-08-06
2027-02-28,8,7,feb28,2027-08-07
2027-02-28,8,7,mar01,2027-08-07
2027-02-28,8,8,feb28,2027-08-08
2027-02-28,8,8,mar01,2027-08-08
2027-02-28,8,9,feb28,2027-08-09
2027-02-28,8,9,mar01,2027-08-09
2027-02-28,8,10,feb28,2027-08-10
2027-02-28,8,10,mar01,2027-08-10
2027-02-28,8,11,feb28,2027-08-11
2027-02-28,8,11,mar01,2027-08-11
2027-02-28,8,12,feb28,2027-08-12
2027-02-28,8,12,mar01,2027-08-12
2027-02-28,8,13,feb28,2027-08-13
2027-02-28,8,13,mar01,2027-08-13
2027-02-28,8,14,feb28,2027-08-14
2027-02-28,8,14,mar01,2027-08-14
2027-02-28,8,15,feb28,2027-08-15
2027-02-28,8,15,mar01,2027-08-15
2027-02-28,8,16,feb28,2027-08-16
2027-02-28,8,16,mar01,2027-08-16
2027-02-28,8,17,feb28,2027-08-17
2027-02-28,8,17,mar01,2027-08-17
2027-02-28,8,18,feb28,2027-08-18
2027-02-28,8,18,mar01,2027-08-18
2027-02-28,8,19,feb28,2027-08-19
2027-02-28,8,19,mar01,2027-08-19
2027-02-28,8,20,feb28,2027-08-20
2027-02-28,8,20,mar01,2027-08-20
2027-02-28,8,21,feb28,2027-08-21
2027-02-28,8,21,mar01,2027-08-21
2027-02-28,8,22,feb28,2027-08-22
2027-02-28,8,22,mar01,2027-08-22
2027-02-28,8,23,feb28,2027-08-23
2027-02-28,8,23,mar01,2027-08-23
2027-02-28,8,24,feb28,2027-08-24
2027-02-28,8,24,mar01,2027-08-24
2027-02-28,8,25,feb28,2027-08-25
2027-02-28,8,25,mar01,2027-08-25
2027-02-28,8,26,feb28,2027-08-26
2027-02-28,8,26,mar01,2027-08-26
2027-02-28,8,27,feb28,2027-08-27
2027-02-28,8,27,mar01,2027-08-27
2027-02-28,8,28,feb28,2027-08-28
2027-02-28,8,28,mar01,2027-08-28
2027-02-28,8,29,feb28,2027-08-29
2027-02-28,8,29,mar01,2027-08-29
2027-02-28,8,30,feb28,2027-08-30
2027-02-28,8,30,mar01,2027-08-30
2027-02-28,8,31,feb28,2027-08-31
2027-02-28,8,31,mar01,2027-08-31
2027-02-28,9,1,feb28,2027-09-01
2027-02-28,9,1,mar01,2027-09-01
2027-02-28,9,2,feb28,2027-09-02
2027-02-28,9,2,mar01,2027-09-02
2027-02-28,9,3,feb28,2027-09-03
2027-02-28,9,3,mar01,2027-09-03
2027-02-28,9,4,feb28,2027-09-04
2027-02-28,9,4,mar01,2027-09-04
2027-02-28,9,5,feb28,2027-09-05
2027-02-28,9,5,mar01,2027-09-05
2027-02-28,9,6,feb28,2027-09-06
2027-02-28,9,6,mar01,2027-09-06
2027-02-28,9,7,feb28,2027-09-07
2027-02-28,9,7,mar01,2027-09-07
2027-02-28,9,8,feb28,2027-09-08
2027-02-28,9,8,mar01,2027-09-08
2027-02-28,9,9,feb28,2027-09-09
2027-02-28,9,9,mar01,2027-09-09
2027-02-28,9,10,feb28,2027-09-10
2027-02-28,9,10,mar01,2027-09-10
2027-02-28,9,11,feb28,2027-09-11
2027-02-28,9,11,mar01,2027-09-11
2027-02-28,9,12,feb28,2027-09-12
2027-02-28,9,12,mar01,2027-09-12
2027-02-28,9,13,feb28,2027-09-13
2027-02-28,9,13,mar01,2027-09-13
2027-02-28,9,14,feb28,2027-09-14
2027-02-28,9,14,mar01,2027-09-14
2027-02-28,9,15,feb28,2027-09-15
2027-02-28,9,15,mar01,2027-09-15
2027-02-28,9,16,feb28,2027-09-16
2027-02-28,9,16,mar01,2027-09-16
2027-02-28,9,17,feb28,2027-09-17
2027-02-28,9,17,mar01,2027-09-17
2027-02-28,9,18,feb28,2027-09-18
2027-02-28,9,18,mar01,2027-09-18
2027-02-28,9,19,feb28,2027-09-19
2027-02-28,9,19,mar01,2027-09-19
2027-02-28,9,20,feb28,2027-09-20
2027-02-28,9,20,mar01,2027-09-20
2027-02-28,9,21,feb28,2027-09-21
2027-02-28,9,21,mar01,2027-09-21
2027-02-28,9,22,feb28,2027-09-22
2027-02-28,9,22,mar01,2027-09-22
2027-02-28,9,23,feb28,2027-09-23
2027-02-28,9,23,mar01,2027-09-23
2027-02-28,9,24,feb28,2027-09-24
2027-02-28,9,24,mar01,2027-09-24
2027-02-28,9,25,feb28,2027-09-25
2027-02-28,9,25,mar01,2027-09-25
2027-02-28,9,26,feb28,2027-09-26
2027-02-28,9,26,mar01,2027-09-26
2027-02-28,9,27,feb28,2027-09-27
2027-02-28,9,27,mar01,2027-09-27
2027-02-28,9,28,feb28,2027-09-28
2027-02-28,9,28,mar01,2027-09-28
2027-02-28,9,29,feb28,2027-09-29
2027-02-28,9,29,mar01,2027-09-29
2027-02-28,9,30,feb28,2027-09-30
2027-02-28,9,30,mar01,2027-09-30
2027-02-28,10,1,feb28,2027-10-01
2027-02-28,10,1,mar01,2027-10-01
2027-02-28,10,2,feb28,2027-10-02
2027-02-28,10,2,mar01,2027-10-02
2027-02-28,10,3,feb28,2027-10-03
2027-02-28,10,3,mar01,2027-10-03
2027-02-28,10,4,feb28,2027-10-04
2027-02-28,10,4,mar01,2027-10-04
2027-02-28,10,5,feb28,2027-10-05
2027-02-28,10,5,mar01,2027-10-05
2027-02-28,10,6,feb28,2027-10-06
2027-02-28,10,6,mar01,2027-10-06
2027-02-28,10,7,feb28,2027-10-07
2027-02-28,10,7,mar01,2027-10-07
2027-02-28,10,8,feb28,2027-10-08
2027-02-28,10,8,mar01,2027-10-08
2027-02-28,10,9,feb28,2027-10-09
2027-02-28,10,9,mar01,2027-10-09
2027-02-28,10,10,feb28,2027-10-10
2027-02-28,10,10,mar01,2027-10-10
2027-02-28,10,11,feb28,2027-10-11
2027-02-28,10,11,mar01,2027-10-11
2027-02-28,10,12,feb28,2027-10-12
2027-02-28,10,12,mar01,2027-10-12
2027-02-28,10,13,feb28,2027-10-13
2027-02-28,10,13,mar01,2027-10-13
2027-02-28,10,14,feb28,2027-10-14
2027-02-28,10,14,mar01,2027-10-14
2027-02-28,10,15,feb28,2027-10-15
2027-02-28,10,15,mar01,2027-10-15
2027-02-28,10,16,feb28,2027-10-16
2027-02-28,10,16,mar01,2027-10-16
2027-02-28,10,17,feb28,2027-10-17
2027-02-28,10,17,mar01,2027-10-17
2027-02-28,10,18,feb28,2027-10-18
2027-02-28,10,18,mar01,2027-10-18
2027-02-28,10,19,feb28,2027-10-19
2027-02-28,10,19,mar01,2027-10-19
2027-02-28,10,20,feb28,2027-10-20
2027-02-28,10,20,mar01,2027-10-20
2027-02-28,10,21,feb28,2027-10-21
2027-02-28,10,21,mar01,2027-10-21
2027-02-28,10,22,feb28,2027-10-22
2027-02-28,10,22,mar01,2027-10-22
2027-02-28,10,23,feb28,2027-10-23
2027-02-28,10,23,mar01,2027-10-23
2027-02-28,10,24,feb28,2027-10-24
2027-02-28,10,24,mar01,2027-10-24
2027-02-28,10,25,feb28,2027-10-25
2027-02-28,10,25,mar01,2027-10-25
2027-02-28,10,26,feb28,2027-10-26
2027-02-28,10,26,mar01,2027-10-26
2027-02-28,10,27,feb28,2027-10-27
2027-02-28,10,27,mar01,2027-10-27
2027-02-28,10,28,feb28,2027-10-28
2027-02-28,10,28,mar01,2027-10-28
2027-02-28,10,29,feb28,2027-10-29
2027-02-28,10,29,mar01,2027-10-29
2027-02-28,10,30,feb28,2027-10-30
2027-02-28,10,30,mar01,2027-10-30
2027-02-28,10,31,feb28,2027-10-31
2027-02-28,10,31,mar01,2027-10-31
2027-02-28,11,1,feb28,2027-11-01
2027-02-28,11,1,mar01,2027-11-01
2027-02-28,11,2,feb28,2027-11-02
2027-02-28,11,2,mar01,2027-11-02
2027-02-28,11,3,feb28,2027-11-03
2027-02-28,11,3,mar01,2027-11-03
2027-02-28,11,4,feb28,2027-11-04
2027-02-28,11,4,mar01,2027-11-04
2027-02-28,11,5,feb28,2027-11-05
2027-02-28,11,5,mar01,2027-11-05
2027-02-28,11,6,feb28,2027-11-06
2027-02-28,11,6,mar01,2027-11-06
2027-02-28,11,7,feb28,2027-11-07
2027-02-28,11,7,mar01,2027-11-07
2027-02-28,11,8,feb28,2027-11-08
2027-02-28,11,8,mar01,2027-11-08
2027-02-28,11,9,feb28,2027-11-09
2027-02-28,11,9,mar01,2027-11-09
2027-02-28,11,10,feb28,2027-11-10
2027-02-28,11,10,mar01,2027-11-10
2027-02-28,11,11,feb28,2027-11-11
2027-02-28,11,11,mar01,2027-11-11
2027-02-28,11,12,feb28,2027-11-12
2027-02-28,11,12,mar01,2027-11-12
2027-02-28,11,13,feb28,2027-11-13
2027-02-28,11,13,mar01,2027-11-13
2027-02-28,11,14,feb28,2027-11-14
2027-02-28,11,14,mar01,2027-11-14
2027-02-28,11,15,feb28,2027-11-15
2027-02-28,11,15,mar01,2027-11-15
2027-02-28,11,16,feb28,2027-11-16
2027-02-28,11,16,mar01,2027-11-16
2027-02-28,11,17,feb28,2027-11-17
2027-02-28,11,17,mar01,2027-11-17
2027-02-28,11,18,feb28,2027-11-18
2027-02-28,11,18,mar01,2027-11-18
2027-02-28,11,19,feb28,2027-11-19
2027-02-28,11,19,mar01,2027-11-19
2027-02-28,11,20,feb28,2027-11-20
2027-02-28,11,20,mar01,2027-11-20
2027-02-28,11,21,feb28,2027-11-21
2027-02-28,11,21,mar01,2027-11-21
2027-02-28,11,22,feb28,2027-11-22
2027-02-28,11,22,mar01,2027-11-22
2027-02-28,11,23,feb28,2027-11-23
2027-02-28,11,23,mar01,2027-11-23
2027-02-28,11,24,feb28,2027-11-24
2027-02-28,11,24,mar01,2027-11-24
2027-02-28,11,25,feb28,2027-11-25
2027-02-28,11,25,mar01,2027-11-25
2027-02-28,11,26,feb28,2027-11-26
2027-02-28,11,26,mar01,2027-11-26
2027-02-28,11,27,feb28,2027-11-27
