gregorian,h_year,h_month,h_day
1980-03-02,5740,12,14
1963-09-15,5723,6,26
2041-08-06,5801,5,9
2063-08-15,5823,5,20
1970-06-17,5730,3,13
2045-03-16,5805,12,27
2041-07-02,5801,4,3
1984-10-16,5745,7,20
2089-04-11,5849,2,1
2012-09-08,5772,6,21
2012-12-30,5773,10,17
2080-07-06,5840,4,19
2096-12-10,5857,9,25
2065-10-23,5826,7,23
2096-03-29,5856,1,6
1976-07-02,5736,4,4
1992-05-24,5752,2,21
1968-06-12,5728,3,16
1976-04-11,5736,1,11
1995-12-06,5756,9,13
1985-05-25,5745,3,5
1981-02-17,5741,12,13
2058-02-01,5818,11,7
1977-06-06,5737,3,20
2086-05-28,5846,3,15
2086-03-19,5846,1,4
2067-08-14,5827,6,3
1963-07-10,5723,4,18
1981-10-14,5742,7,16
2088-09-02,5848,6,16
2062-09-03,5822,5,28
2038-08-29,5798,5,28
2033-03-31,5793,1,1
2085-05-15,5845,2,20
2051-02-24,5811,12,12
2086-05-06,5846,2,22
2053-12-22,5814,10,11
2030-07-19,5790,4,18
2072-03-19,5832,12,29
2051-04-15,5811,2,3
2065-05-16,5825,2,10
2063-12-28,5824,10,8
2062-01-21,5822,11,10
2007-12-29,5768,10,20
2062-07-17,5822,4,9
2006-09-22,5766,6,29
1977-02-01,5737,11,13
2028-11-27,5789,9,9
1962-04-03,5722,13,28
2034-02-20,5794,12,1
2029-05-06,5789,2,21
2063-04-16,5823,1,17
2004-05-02,5764,2,11
2092-11-19,5853,8,19
1999-04-15,5759,1,29
2056-02-13,5816,11,26
1960-01-30,5720,11,1
2013-02-23,5773,12,13
2041-01-11,5801,11,9
1963-04-25,5723,2,1
2005-09-11,5765,6,7
2032-11-06,5793,9,3
2031-02-01,5791,11,8
1956-09-30,5717,7,25
1960-03-17,5720,12,18
2016-02-29,5776,12,20
2099-03-26,5859,1,5
2001-07-05,5761,4,14
1963-10-08,5724,7,20
2065-09-02,5825,6,1
1966-03-15,5726,12,23
2060-05-08,5820,2,8
2056-08-05,5816,5,23
2040-12-25,5801,10,21
2018-12-27,5779,10,19
2033-01-09,5793,11,9
2054-02-16,5814,12,8
2049-06-17,5809,3,17
2092-01-28,5852,11,19
2082-08-01,5842,5,6
1957-05-12,5717,2,11
2030-09-11,5790,6,13
2095-04-22,5855,1,18
2052-07-28,5812,5,2
2066-12-16,5827,9,28
1983-10-11,5744,8,4
2007-09-10,5767,6,27
2058-07-22,5818,5,1
2035-05-05,5795,1,26
2039-12-17,5800,9,30
1977-01-25,5737,11,6
1961-02-06,5721,11,20
2030-11-02,5791,8,6
1968-07-28,5728,5,3
2095-07-06,5855,4,4
2011-08-16,5771,5,16
2078-03-03,5838,12,18
1965-02-17,5725,12,15
2040-07-13,5800,5,3
2065-12-07,5826,9,9
1980-12-17,5741,10,10
1957-01-09,5717,11,7
1994-06-15,5754,4,6
2076-12-19,5837,9,23
2028-11-04,5789,8,15
2044-01-13,5804,10,13
2043-10-18,5804,7,14
2059-06-02,5819,3,21
1978-06-26,5738,3,21
2015-04-18,5775,1,29
2016-11-25,5777,8,24
2000-10-04,5761,7,5
2019-07-07,5779,4,4
2023-05-07,5783,2,16
2088-12-17,5849,10,4
2010-09-18,5771,7,10
2071-10-25,5832,8,2
2057-04-12,5817,1,8
1959-05-25,5719,2,17
2091-08-11,5851,5,27
2063-03-14,5823,12,13
2066-02-22,5826,11,27
2010-01-17,5770,11,2
1961-10-29,5722,8,19
2009-02-26,5769,12,2
1966-12-16,5727,10,3
2050-02-11,5810,11,19
2071-09-21,5831,6,27
2019-05-12,5779,2,7
2000-12-25,5761,9,28
1995-03-20,5755,13,18
2079-11-10,5840,8,16
2067-10-22,5828,8,13
2058-02-21,5818,11,27
1976-12-24,5737,10,3
2009-10-25,5770,8,7
1964-08-16,5724,6,8
2054-07-24,5814,4,18
2069-01-26,5829,11,4
1975-05-18,5735,3,8
2012-10-07,5773,7,21
2005-08-31,5765,5,26
2075-04-30,5835,2,15
2068-10-21,5829,7,25
2020-04-30,5780,2,6
1973-02-19,5733,12,17
2077-03-09,5837,12,14
1965-03-15,5725,13,11
2005-07-19,5765,4,12
2017-08-03,5777,5,11
2065-06-17,5825,3,13
2092-01-18,5852,11,9
2008-12-09,5769,9,12
2095-11-28,5856,9,2
1972-12-06,5733,10,1
2070-03-28,5830,1,16
2076-02-09,5836,12,5
2098-09-27,5859,7,1
2082-07-23,5842,4,26
2072-12-25,5833,10,15
2044-06-13,5804,3,18
1966-10-08,5727,7,24
2065-11-30,5826,9,2
2070-04-20,5830,2,9
2025-12-21,5786,10,1
2041-03-28,5801,13,25
2014-12-03,5775,9,11
1953-04-09,5713,1,24
2015-01-23,5775,11,3
2005-06-02,5765,2,24
1982-05-06,5742,2,13
1988-06-07,5748,3,22
2011-04-26,5771,1,22
2087-06-21,5847,3,21
2037-04-02,5797,1,17
1984-06-14,5744,3,14
1990-08-25,5750,6,4
1974-09-07,5734,6,20
1977-10-20,5738,8,8
1963-11-06,5724,8,19
2003-01-28,5763,11,25
2091-05-31,5851,3,14
1968-02-24,5728,11,25
2088-04-26,5848,2,5
2046-11-07,5807,8,8
2099-11-05,5860,8,22
2082-07-14,5842,4,17
2044-06-22,5804,3,27
1956-10-09,5717,8,4
2010-06-05,5770,3,23
2087-07-01,5847,4,1
2060-11-22,5821,8,29
1973-07-07,5733,4,7
2057-03-01,5817,12,25
2017-08-05,5777,5,13
1977-09-05,5737,6,22
1979-02-11,5739,11,14
1982-06-13,5742,3,22
2099-03-03,5859,12,11
2074-04-26,5834,1,29
2088-05-10,5848,2,19
2062-02-04,5822,11,24
2095-03-02,5855,12,26
1979-09-14,5739,6,22
2079-05-27,5839,2,26
2028-07-13,5788,4,19
1957-11-03,5718,8,9
2023-09-21,5784,7,6
2015-05-14,5775,2,25
2071-05-12,5831,2,13
2079-02-11,5839,12,10
1992-08-14,5752,5,15
2029-09-14,5790,7,5
2059-07-23,5819,5,13
2001-02-15,5761,11,22
2084-12-31,5845,10,3
2084-04-23,5844,1,18
2090-08-21,5850,5,25
2030-07-20,5790,4,19
1991-12-27,5752,10,20
2045-10-25,5806,8,14
1992-11-30,5753,9,5
2005-07-12,5765,4,5
2095-02-02,5855,11,28
2090-09-27,5851,7,3
2034-02-26,5794,12,7
2099-11-04,5860,8,21
1984-10-24,5745,7,28
2016-01-01,5776,10,20
2071-09-16,5831,6,22
2052-05-08,5812,2,9
2029-01-20,5789,11,4
2032-11-02,5793,8,28
2088-01-22,5848,10,28
2000-07-23,5760,4,20
2089-08-14,5849,6,8
2018-07-09,5778,4,26
2040-03-27,5800,1,13
2044-08-22,5804,5,29
2025-02-13,5785,11,15
1979-01-29,5739,11,1
2096-07-28,5856,5,9
1985-10-31,5746,8,16
2093-10-08,5854,7,18
2058-06-30,5818,4,8
1974-11-01,5735,8,16
1994-11-10,5755,9,7
1959-05-13,5719,2,5
2065-01-17,5825,11,10
2036-03-25,5796,12,26
2016-08-09,5776,5,5
2049-07-02,5809,4,2
2077-08-24,5837,6,5
2042-07-27,5802,5,10
1972-05-15,5732,3,2
2001-02-23,5761,11,30
1965-01-18,5725,11,15
1978-10-07,5739,7,6
1998-12-12,5759,9,23
2030-08-15,5790,5,16
2042-02-10,5802,11,20
2099-02-11,5859,11,21
2028-06-30,5788,4,6
1966-06-16,5726,3,28
1989-11-03,5750,8,5
2096-07-16,5856,4,26
2030-12-12,5791,9,16
2012-09-22,5773,7,6
1954-10-14,5715,7,17
2024-06-11,5784,3,5
1959-07-23,5719,4,17
2021-02-19,5781,12,7
2040-01-28,5800,11,13
2017-02-05,5777,11,9
1992-04-21,5752,1,18
2019-04-16,5779,1,11
1964-08-23,5724,6,15
2017-04-09,5777,1,13
1990-04-16,5750,1,21
1955-01-22,5715,10,28
2007-03-08,5767,12,18
1967-10-12,5728,7,8
2078-03-28,5838,1,14
2066-08-15,5826,5,24
2010-02-28,5770,12,14
2091-12-30,5852,10,19
1976-03-16,5736,13,14
1974-09-09,5734,6,22
1956-11-15,5717,9,11
2001-06-22,5761,4,1
2098-11-19,5859,8,24
2034-10-09,5795,7,26
2074-11-23,5835,9,4
2099-02-15,5859,11,25
1974-11-26,5735,9,12
2086-02-27,5846,12,13
2076-08-05,5836,5,6
2034-03-04,5794,12,13
2030-06-29,5790,3,28
2060-05-30,5820,3,1
1950-12-11,5711,10,2
1964-03-20,5724,1,7
1953-05-30,5713,3,16
1995-12-03,5756,9,10
1988-09-11,5748,6,29
2099-10-26,5860,8,12
1976-10-29,5737,8,5
2048-06-21,5808,4,10
2044-09-12,5804,6,20
2025-12-11,5786,9,21
1969-12-13,5730,10,4
2089-04-08,5849,1,28
1992-08-21,5752,5,22
2004-01-14,5764,10,20
1971-11-12,5732,8,24
1958-07-27,5718,5,10
1992-10-13,5753,7,16
2025-04-30,5785,2,2
2092-06-12,5852,3,7
2061-10-01,5822,7,17
2032-01-08,5792,10,24
1961-04-09,5721,1,23
1969-11-22,5730,9,12
2039-09-07,5799,6,18
2057-01-26,5817,11,21
2046-03-08,5806,12,30
1952-12-13,5713,9,25
2063-05-23,5823,2,24
2042-06-22,5802,4,4
2053-03-07,5813,12,17
1993-05-30,5753,3,10
2078-12-05,5839,10,1
1975-10-06,5736,8,1
2002-04-06,5762,1,24
2027-01-07,5787,10,28
1950-04-13,5710,1,26
2060-04-25,5820,1,25
2013-04-22,5773,2,12
1993-03-01,5753,12,8
2052-05-24,5812,2,25
2024-09-29,5784,6,26
1983-08-11,5743,6,2
2069-03-17,5829,12,24
2069-11-24,5830,9,10
2043-12-06,5804,9,4
2014-09-14,5774,6,19
1962-02-22,5722,12,18
2044-05-22,5804,2,25
2047-08-16,5807,5,24
2091-02-08,5851,11,20
2041-01-30,5801,11,28
2049-06-06,5809,3,6
1953-08-25,5713,6,14
2020-01-22,5780,10,25
2034-05-10,5794,2,21
1957-10-24,5718,7,29
2064-01-22,5824,11,4
2019-06-02,5779,2,28
2016-12-24,5777,9,24
1995-07-07,5755,4,9
2084-02-03,5844,11,27
1952-11-30,5713,9,12
2014-01-27,5774,11,26
2091-06-26,5851,4,10
1962-02-14,5722,12,10
2011-11-13,5772,8,16
1993-04-07,5753,1,16
2081-07-06,5841,3,29
2067-11-26,5828,9,19
2062-09-23,5822,6,18
1968-08-07,5728,5,13
2088-06-06,5848,3,17
2054-05-30,5814,2,22
2081-11-30,5842,8,28
2085-10-08,5846,7,19
2009-08-30,5769,6,10
1973-12-09,5734,9,14
1957-12-15,5718,9,22
2013-03-19,5773,1,8
2047-12-21,5808,10,4
2095-12-20,5856,9,24
2065-05-03,5825,1,27
1981-06-01,5741,2,28
2098-12-30,5859,10,7
2089-10-19,5850,8,15
2072-11-07,5833,8,26
2033-05-14,5793,2,15
2074-10-10,5835,7,19
2035-11-12,5796,8,10
2063-05-09,5823,2,10
1982-09-15,5742,6,27
2095-08-10,5855,5,10
1974-03-13,5734,12,19
1961-04-28,5721,2,12
2078-06-24,5838,4,13
2089-04-09,5849,1,29
2032-02-14,5792,12,2
1956-08-20,5716,6,13
2002-08-27,5762,6,19
1986-03-04,5746,12,23
1957-11-10,5718,8,16
2091-12-13,5852,10,2
1985-10-16,5746,8,1
1957-07-09,5717,4,10
2006-08-17,5766,5,23
2005-08-21,5765,5,16
2042-06-23,5802,4,5
2021-06-15,5781,4,5
2096-04-22,5856,1,30
2047-06-09,5807,3,15
2034-12-10,5795,9,28
1995-06-15,5755,3,17
1956-07-27,5716,5,19
2085-02-28,5845,12,3
2066-01-27,5826,11,1
1984-04-16,5744,1,14
2001-05-03,5761,2,10
2014-01-19,5774,11,18
2090-02-08,5850,12,8
1958-07-30,5718,5,13
2067-08-29,5827,6,18
2009-07-23,5769,5,2
1999-01-09,5759,10,21
1972-05-02,5732,2,18
2093-06-04,5853,3,10
2016-01-13,5776,11,3
2028-05-27,5788,3,2
2021-10-10,5782,8,4
2083-05-16,5843,2,28
2028-11-25,5789,9,7
2019-05-18,5779,2,13
2010-11-01,5771,8,24
1983-07-10,5743,4,29
2039-01-13,5799,10,17
2074-03-06,5834,12,7
2039-04-09,5799,1,15
2015-11-30,5776,9,18
2093-01-21,5853,10,23
2043-03-05,5803,12,23
1997-11-09,5758,8,9
2093-10-01,5854,7,11
1964-10-28,5725,8,22
2080-06-17,5840,3,30
2026-03-03,5786,12,14
1964-02-29,5724,12,16
2027-04-07,5787,13,29
2058-02-05,5818,11,11
1982-05-19,5742,2,26
2047-11-16,5808,8,27
2002-09-17,5763,7,11
2007-08-20,5767,6,6
1964-05-14,5724,3,3
2008-11-02,5769,8,4
2068-08-03,5828,5,5
2003-01-18,5763,11,15
2004-12-29,5765,10,17
2058-02-16,5818,11,22
2078-10-08,5839,8,1
2026-06-16,5786,4,1
1979-11-26,5740,9,6
2073-10-06,5834,7,5
2029-08-25,5789,6,14
2013-01-28,5773,11,17
2030-03-25,5790,13,20
1957-08-07,5717,5,10
2080-05-30,5840,3,12
2013-04-05,5773,1,25
2060-04-27,5820,1,27
2028-01-16,5788,10,17
1999-04-07,5759,1,21
2064-09-27,5825,7,17
2092-01-06,5852,10,26
1960-04-17,5720,1,20
1963-06-19,5723,3,27
2070-06-06,5830,3,27
2064-05-22,5824,3,7
2022-11-20,5783,8,26
2015-03-10,5775,12,19
2042-01-23,5802,11,2
2093-09-27,5854,7,7
2084-07-21,5844,4,18
2071-11-27,5832,9,5
1955-08-03,5715,5,15
1975-08-15,5735,6,8
2059-01-06,5819,10,21
2071-09-02,5831,6,8
2090-03-11,5850,13,9
1956-03-30,5716,1,18
1962-01-24,5722,11,19
1992-05-06,5752,2,3
2089-09-08,5850,7,4
2065-10-05,5826,7,5
2015-09-24,5776,7,11
2014-12-24,5775,10,2
2018-09-11,5779,7,2
2051-10-12,5812,8,6
1955-10-24,5716,8,8
2058-07-28,5818,5,7
1977-07-13,5737,4,27
2071-11-05,5832,8,13
2030-09-24,5790,6,26
2016-07-24,5776,4,18
2016-10-01,5776,6,28
2029-08-28,5789,6,17
2086-12-02,5847,9,26
1963-10-18,5724,7,30
2052-12-23,5813,10,2
1974-09-15,5734,6,28
2044-12-31,5805,10,11
2015-11-04,5776,8,22
2021-06-02,5781,3,22
2006-05-30,5766,3,3
2066-07-20,5826,4,27
2000-01-03,5760,10,25
1994-10-15,5755,8,10
1970-05-10,5730,2,4
1954-08-26,5714,5,27
2082-01-01,5842,9,30
1983-05-20,5743,3,8
2039-07-18,5799,4,26
2042-11-24,5803,9,11
2019-06-09,5779,3,6
2050-10-12,5811,7,26
1971-02-17,5731,11,22
1996-12-20,5757,10,10
2089-01-19,5849,11,8
1996-09-14,5757,7,1
2076-04-28,5836,1,25
2030-01-27,5790,11,23
1988-07-02,5748,4,17
2059-10-15,5820,8,8
2001-03-29,5761,1,5
2074-07-09,5834,4,14
2038-02-19,5798,12,14
1985-12-01,5746,9,18
1972-01-03,5732,10,16
1974-05-10,5734,2,18
1963-04-16,5723,1,22
2031-02-10,5791,11,17
1980-12-24,5741,10,17
2077-12-31,5838,10,15
2029-11-12,5790,9,5
1965-10-02,5726,7,6
2095-06-06,5855,3,4
2072-05-10,5832,2,22
2007-05-06,5767,2,18
2069-10-30,5830,8,15
2012-05-03,5772,2,11
2077-04-24,5837,2,1
1961-08-26,5721,6,14
2048-09-07,5808,6,29
2047-04-13,5807,1,17
2002-02-06,5762,11,24
2003-10-27,5764,8,1
1978-04-06,5738,13,28
2077-09-20,5838,7,3
2077-04-25,5837,2,2
2075-08-22,5835,6,11
2064-06-03,5824,3,19
1981-03-28,5741,13,22
2092-05-30,5852,2,23
2014-11-11,5775,8,18
2041-04-14,5801,1,13
1990-03-27,5750,1,1
1986-01-23,5746,11,13
2092-02-13,5852,12,5
1974-12-02,5735,9,18
2091-10-25,5852,8,13
2038-08-23,5798,5,22
1954-09-19,5714,6,21
2014-10-03,5775,7,9
2049-05-29,5809,2,27
2052-09-06,5812,6,12
2016-03-11,5776,13,1
2033-11-12,5794,8,20
2094-03-14,5854,12,26
2048-12-24,5809,10,19
1973-04-14,5733,1,12
2059-10-20,5820,8,13
1965-06-21,5725,3,21
1961-10-18,5722,8,8
2021-06-10,5781,3,30
2078-08-21,5838,6,12
2078-12-26,5839,10,22
2035-11-20,5796,8,18
2044-04-28,5804,2,1
2023-09-16,5784,7,1
2088-01-04,5848,10,10
2023-06-19,5783,3,30
2097-09-24,5858,7,18
2053-02-25,5813,12,7
1963-03-27,5723,1,2
1972-06-27,5732,4,15
2006-11-19,5767,8,28
2065-04-03,5825,13,26
1963-04-23,5723,1,29
2030-09-27,5790,6,29
2033-08-01,5793,5,6
2072-01-12,5832,10,21
2042-10-30,5803,8,16
2011-10-26,5772,7,28
1973-01-10,5733,11,7
2098-10-03,5859,7,7
2090-01-01,5850,10,29
2048-12-02,5809,9,27
2064-10-18,5825,8,8
2055-06-20,5815,3,24
1982-08-26,5742,6,7
2087-10-06,5848,7,10
1973-02-25,5733,12,23
2027-08-17,5787,5,14
2040-03-24,5800,1,10
1959-12-11,5720,9,10
2099-03-06,5859,12,14
1972-04-12,5732,1,28
2042-12-18,5803,10,5
1977-06-16,5737,3,30
2004-07-27,5764,5,9
1979-07-18,5739,4,23
1979-01-23,5739,10,24
2007-11-23,5768,9,13
2077-04-10,5837,1,17
1990-06-16,5750,3,23
2012-02-01,5772,11,8
2043-02-08,5803,11,28
2000-12-19,5761,9,22
1964-02-25,5724,12,12
1994-12-19,5755,10,16
1985-03-22,5745,12,29
2063-12-13,5824,9,22
1999-03-31,5759,1,14
1972-06-17,5732,4,5
2062-02-23,5822,12,13
2060-03-31,5820,13,29
2045-09-21,5806,7,10
1966-10-06,5727,7,22
2040-03-05,5800,12,20
2065-01-04,5825,10,26
1980-04-04,5740,1,18
2056-03-09,5816,12,21
2054-03-09,5814,12,29
1977-09-01,5737,6,18
1980-09-19,5741,7,9
2068-03-12,5828,13,8
2062-01-18,5822,11,7
2079-04-21,5839,1,20
2058-07-31,5818,5,10
2010-07-31,5770,5,20
2051-02-17,5811,12,5
1957-05-23,5717,2,22
2098-01-26,5858,11,23
1955-02-03,5715,11,11
1964-07-29,5724,5,20
1958-02-27,5718,12,7
2065-02-04,5825,11,28
2088-05-05,5848,2,14
2053-06-28,5813,4,12
1997-06-27,5757,3,22
2066-10-31,5827,8,12
1987-10-29,5748,8,6
2087-08-13,5847,5,15
2052-08-28,5812,6,3
2024-09-30,5784,6,27
2060-11-27,5821,9,4
2064-08-26,5824,6,14
1955-06-08,5715,3,18
2039-05-13,5799,2,19
2062-07-13,5822,4,5
2047-11-22,5808,9,4
2001-12-22,5762,10,7
2065-03-06,5825,12,28
2004-03-16,5764,12,23
2036-08-27,5796,6,4
1993-12-09,5754,9,25
2094-05-21,5854,3,6
2094-11-11,5855,9,3
2072-11-27,5833,9,17
2022-11-12,5783,8,18
2003-05-15,5763,2,13
2031-05-19,5791,2,26
1963-02-04,5723,11,10
2073-07-22,5833,4,17
1960-10-01,5721,7,10
1978-05-13,5738,2,6
2028-11-16,5789,8,27
2024-07-29,5784,4,23
2036-11-20,5797,9,1
2033-05-02,5793,2,3
1986-08-10,5746,5,5
2011-01-15,5771,11,10
1975-10-12,5736,8,7
2006-02-01,5766,11,3
2007-04-18,5767,1,30
2081-09-26,5841,6,22
2011-12-21,5772,9,25
2021-07-17,5781,5,8
1973-06-18,5733,3,18
2086-06-26,5846,4,14
2042-05-27,5802,3,8
2050-10-11,5811,7,25
1969-01-19,5729,10,29
2007-04-05,5767,1,17
1993-05-17,5753,2,26
2033-09-12,5793,6,18
1971-12-26,5732,10,8
1997-12-29,5758,9,30
2030-09-02,5790,6,4
1994-06-26,5754,4,17
1975-04-12,5735,2,1
1967-05-16,5727,2,6
1959-01-30,5719,11,21
2002-01-27,5762,11,14
2018-12-05,5779,9,27
2060-06-01,5820,3,3
2025-01-09,5785,10,9
1994-07-19,5754,5,11
1978-08-28,5738,5,25
2095-12-18,5856,9,22
2008-10-01,5769,7,2
2053-08-27,5813,6,13
2079-05-23,5839,2,22
2006-02-10,5766,11,12
1984-01-23,5744,11,19
1978-08-04,5738,5,1
2039-05-28,5799,3,5
2042-05-11,5802,2,21
2033-10-05,5794,7,12
2039-06-29,5799,4,7
2005-05-12,5765,2,3
2039-03-30,5799,1,5
1954-02-27,5714,12,24
1966-02-27,5726,12,7
2020-07-23,5780,5,2
2040-09-09,5801,7,2
2032-01-16,5792,11,3
1993-03-12,5753,12,19
1988-08-08,5748,5,25
2054-09-02,5814,5,29
2013-04-27,5773,2,17
1958-09-24,5719,7,10
1959-01-26,5719,11,17
2000-06-25,5760,3,22
2038-10-19,5799,7,20
2057-03-18,5817,13,12
2067-05-24,5827,3,10
2070-09-02,5830,6,26
2034-06-09,5794,3,22
2001-04-09,5761,1,16
2046-04-19,5806,1,13
1951-06-20,5711,3,16
1969-04-15,5729,1,27
2027-04-28,5787,1,21
1974-01-12,5734,10,18
2080-07-14,5840,4,27
2087-01-22,5847,11,19
2022-05-10,5782,2,9
2015-08-30,5775,6,15
1958-02-13,5718,11,23
2021-11-16,5782,9,12
1959-03-07,5719,12,27
2052-04-28,5812,1,29
2050-10-22,5811,8,6
1984-12-04,5745,9,10
2015-01-18,5775,10,27
2001-10-13,5762,7,26
1963-03-12,5723,12,16
2019-04-28,5779,1,23
2040-06-23,5800,4,12
2030-10-22,5791,7,25
2087-02-26,5847,12,24
2048-08-29,5808,6,20
2000-03-10,5760,13,3
2098-01-31,5858,11,28
2061-10-29,5822,8,15
2072-01-31,5832,11,11
2059-08-22,5819,6,13
1971-04-27,5731,2,2
1973-02-01,5733,11,29
1967-05-08,5727,1,28
2020-09-04,5780,6,15
2016-12-17,5777,9,17
2092-08-17,5852,5,14
2010-11-04,5771,8,27
2050-02-03,5810,11,11
2015-08-08,5775,5,23
2085-06-18,5845,3,25
1975-11-20,5736,9,16
1985-09-19,5746,7,4
2058-02-06,5818,11,12
2041-05-08,5801,2,7
2022-01-08,5782,11,6
2039-09-24,5800,7,6
1958-02-17,5718,11,27
1956-12-25,5717,10,21
1974-08-03,5734,5,15
2078-01-14,5838,10,29
2009-10-04,5770,7,16
2094-04-03,5854,1,17
2035-01-02,5795,10,21
2043-03-08,5803,12,26
2031-12-31,5792,10,16
1976-09-21,5736,6,26
2058-10-12,5819,7,24
2042-07-01,5802,4,13
2008-11-05,5769,8,7
2060-01-02,5820,10,29
2007-02-26,5767,12,8
2020-07-04,5780,4,12
2060-08-13,5820,5,17
2082-08-28,5842,6,3
2003-09-10,5763,6,13
2056-07-13,5816,4,29
2010-05-10,5770,2,26
2041-01-10,5801,11,8
2098-08-14,5858,5,16
2041-06-16,5801,3,17
2045-07-08,5805,4,23
2037-11-22,5798,9,14
2077-03-02,5837,12,7
2051-01-02,5811,10,18
2003-10-17,5764,7,21
2035-03-18,5795,13,7
2096-05-14,5856,2,22
1952-12-26,5713,10,8
2016-02-04,5776,11,25
2009-06-08,5769,3,16
2070-11-25,5831,9,22
1969-09-01,5729,6,18
2024-09-27,5784,6,24
2054-09-25,5814,6,22
2005-03-16,5765,13,5
2092-12-17,5853,9,18
2080-02-22,5840,12,2
2073-06-15,5833,3,10
2062-11-28,5823,8,25
1954-10-13,5715,7,16
2057-02-07,5817,12,3
2035-02-26,5795,12,17
1997-08-23,5757,5,20
2067-08-19,5827,6,8
2090-06-23,5850,3,25
2089-04-07,5849,1,27
2053-10-17,5814,8,5
2053-08-23,5813,6,9
1990-10-30,5751,8,11
2079-06-10,5839,3,11
1959-03-20,5719,13,10
2054-09-13,5814,6,10
2036-03-16,5796,12,17
1980-08-05,5740,5,23
2044-01-24,5804,10,24
2062-11-12,5823,8,9
2061-03-14,5821,12,22
2088-12-26,5849,10,13
2018-03-21,5778,1,5
1976-07-07,5736,4,9
2097-06-06,5857,3,26
2072-02-22,5832,12,3
1993-06-16,5753,3,27
1955-09-01,5715,6,14
2052-09-25,5813,7,2
2075-09-11,5836,7,2
1969-09-20,5730,7,8
1984-03-26,5744,13,22
1953-05-26,5713,3,12
2029-02-18,5789,12,3
2006-04-15,5766,1,17
2025-02-21,5785,11,23
1977-03-04,5737,12,14
2024-02-05,5784,11,26
2073-11-23,5834,8,23
1986-08-02,5746,4,26
2023-08-20,5783,6,3
2040-01-16,5800,11,1
2059-09-19,5820,7,12
2034-08-15,5794,5,30
2082-01-11,5842,10,10
2080-07-08,5840,4,21
1961-03-05,5721,12,17
2076-08-20,5836,5,21
1974-10-11,5735,7,25
2043-01-25,5803,11,14
1987-03-16,5747,12,15
2050-08-22,5810,6,4
2008-04-28,5768,1,23
2068-10-27,5829,8,1
2035-11-01,5796,7,29
2044-04-14,5804,1,17
2017-08-12,5777,5,20
2006-04-19,5766,1,21
1981-01-27,5741,11,22
2032-06-23,5792,4,14
2045-08-29,5805,6,16
2011-06-04,5771,3,2
2048-01-07,5808,10,21
2013-07-27,5773,5,20
2071-04-09,5831,1,10
2088-07-08,5848,4,19
2072-02-23,5832,12,4
2065-06-05,5825,3,1
2074-05-26,5834,2,29
1997-06-08,5757,3,3
2059-06-19,5819,4,8
2036-11-16,5797,8,26
1984-07-01,5744,4,1
1994-03-26,5754,1,14
2000-01-23,5760,11,16
2050-02-19,5810,11,27
2003-07-24,5763,4,24
1990-05-07,5750,2,12
2003-05-27,5763,2,25
2088-05-15,5848,2,24
2001-11-09,5762,8,23
2076-06-24,5836,3,23
1987-03-12,5747,12,11
2073-11-06,5834,8,6
2076-06-30,5836,3,29
2037-09-28,5798,7,19
2006-11-20,5767,8,29
2036-02-03,5796,11,5
2012-08-02,5772,5,14
2050-07-27,5810,5,8
2092-09-19,5852,6,17
2079-06-27,5839,3,28
1999-01-25,5759,11,8
2001-08-21,5761,6,2
1971-11-14,5732,8,26
2052-11-24,5813,9,3
2071-05-29,5831,3,1
2047-06-19,5807,3,25
2018-02-16,5778,12,1
2020-10-16,5781,7,28
2096-11-03,5857,8,18
2094-05-16,5854,3,1
1976-04-13,5736,1,13
2002-02-12,5762,11,30
1957-07-19,5717,4,20
2078-02-19,5838,12,6
1964-03-07,5724,12,23
2012-02-24,5772,12,1
2029-05-17,5789,3,3
2067-09-13,5828,7,4
1996-01-06,5756,10,14
2084-02-04,5844,11,28
2035-12-17,5796,9,16
1988-05-24,5748,3,8
1986-04-04,5746,13,24
2098-07-23,5858,4,23
1998-08-25,5758,6,3
2050-11-04,5811,8,19
2074-11-30,5835,9,11
1998-09-26,5759,7,6
1974-08-19,5734,6,1
1969-08-07,5729,5,23
2060-06-21,5820,3,23
2082-12-09,5843,9,18
2055-04-18,5815,1,20
1992-12-07,5753,9,12
1993-07-03,5753,4,14
1959-02-09,5719,12,1
2070-03-10,5830,12,27
2045-04-14,5805,1,27
1990-06-29,5750,4,6
2064-06-19,5824,4,5
1991-10-12,5752,8,4
1959-06-03,5719,2,26
1967-12-24,5728,9,22
2024-02-28,5784,12,19
2009-04-07,5769,1,13
2078-09-18,5839,7,11
2034-10-06,5795,7,23
1968-01-16,5728,10,15
2072-03-23,5832,1,4
2088-04-18,5848,1,27
1974-09-01,5734,6,14
1950-12-06,5711,9,27
2048-09-30,5809,7,23
1978-05-04,5738,1,27
2023-01-05,5783,10,12
2067-02-23,5827,12,8
2035-05-10,5795,2,1
2035-09-02,5795,5,28
2066-09-22,5827,7,3
1985-10-15,5746,7,30
2085-08-19,5845,5,28
2001-07-16,5761,4,25
2007-08-18,5767,6,4
2001-03-18,5761,12,23
1960-08-13,5720,5,20
2087-12-07,5848,9,12
1966-01-19,5726,10,27
2067-01-16,5827,10,29
2053-01-06,5813,10,16
1991-09-01,5751,6,22
2046-01-08,5806,11,1
2082-07-17,5842,4,20
2079-10-01,5840,7,6
1956-09-10,5717,7,5
